"No.","OCUPACION","OCUPACION.NOMBRE","SALARIO"
"1",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5063159.60"
"2",9152,"Guardianes y porteros ","938527.70"
"3",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4469290.90"
"4",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5263201.70"
"5",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","6297414.40"
"6",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5034275.30"
"7",2227,"Médico Especialista","5561419.50"
"8",2227,"Médico Especialista","4533470.00"
"9",2227,"Médico Especialista","5226250.00"
"10",7125,"Encargado de Mantenimiento de Edificios","765537.70"
"11",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","5714247.60"
"12",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4835780.89"
"13",2227,"Médico Especialista","4219739.35"
"14",2227,"Médico Especialista","4051884.70"
"15",5132,"Ayudantes de enfermería","961590.00"
"16",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","2411612.00"
"17",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","7409705.50"
"18",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4588506.10"
"19",2222,"Odontólogos","2229749.70"
"20",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","23461906.34"
"21",2227,"Médico Especialista","5217894.50"
"22",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","6198846.10"
"23",2227,"Médico Especialista","7701234.37"
"24",2222,"Odontólogos","2998225.09"
"25",2227,"Médico Especialista","5695000.40"
"26",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","849410.00"
"27",9155,"Ayudante de cocina","595366.75"
"28",2227,"Médico Especialista","7155937.40"
"29",2222,"Odontólogos","1882456.30"
"30",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4600120.60"
"31",2222,"Odontólogos","1340714.40"
"32",2461,"Sacerdotes de distintas religiones, monjas y monjes","727461.00"
"33",2227,"Médico Especialista","4024698.20"
"34",2222,"Odontólogos","2892500.40"
"35",3226,"Auxiliares de enfermería","549918.75"
"36",3226,"Auxiliares de enfermería","1610588.40"
"37",2445,"Psicólogos","3589216.70"
"38",2222,"Odontólogos","1879695.00"
"39",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","2833377.30"
"40",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","11792506.36"
"41",2227,"Médico Especialista","4151163.40"
"42",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5456811.70"
"43",9155,"Ayudante de cocina","646880.15"
"44",2226,"Enfermeros profesionales","2213104.25"
"45",2226,"Enfermeros profesionales","1863213.10"
"46",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","4712415.80"
"47",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","4888348.00"
"48",5132,"Ayudantes de enfermería","688431.70"
"49",2449,"Otros profesionales en ciencias sociales","2535826.00"
"50",2221,"Médicos generales y especialistas","4076674.90"
"51",8229,"Otros operadores de máquinas para fabricar productos químicos","553417.30"
"52",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","7047696.70"
"53",5132,"Ayudantes de enfermería","898845.00"
"54",9331,"Conductores de vehículos accionados a pedal o a brazo","73163.98"
"55",2227,"Médico Especialista","4529259.10"
"56",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2959281.52"
"57",7125,"Encargado de Mantenimiento de Edificios","796390.00"
"58",2227,"Médico Especialista","3678235.30"
"59",2227,"Médico Especialista","6009049.60"
"60",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4337169.60"
"61",2445,"Psicólogos","2988600.40"
"62",2227,"Médico Especialista","4359702.12"
"63",2227,"Médico Especialista","2545328.40"
"64",2227,"Médico Especialista","231353.73"
"65",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","3710317.80"
"66",2227,"Médico Especialista","7918063.14"
"67",5132,"Ayudantes de enfermería","1061072.40"
"68",2227,"Médico Especialista","4618731.30"
"69",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3577484.80"
"70",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","10432028.58"
"71",3229,"Otros técnicos de las ciencias de la salud","833000.00"
"72",5132,"Ayudantes de enfermería","926412.95"
"73",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","13918765.62"
"74",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4154647.90"
"75",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4335011.30"
"76",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2336205.81"
"77",9152,"Guardianes y porteros ","745715.45"
"78",2222,"Odontólogos","4034808.20"
"79",2222,"Odontólogos","3746663.20"
"80",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2402462.70"
"81",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2389526.00"
"82",3229,"Otros técnicos de las ciencias de la salud","1410732.20"
"83",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3317153.70"
"84",2227,"Médico Especialista","6130065.45"
"85",2227,"Médico Especialista","4033760.40"
"86",2226,"Enfermeros profesionales","333293.80"
"87",2226,"Enfermeros profesionales","1905080.80"
"88",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","17529729.11"
"89",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","3750456.70"
"90",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","8280456.50"
"91",3229,"Otros técnicos de las ciencias de la salud","718760.00"
"92",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1119145.56"
"93",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","290923.92"
"94",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4129947.20"
"95",2224,"Farmacéuticos","4276256.00"
"96",2221,"Médicos generales y especialistas","6403042.05"
"97",2227,"Médico Especialista","6494251.35"
"98",2227,"Médico Especialista","3920888.40"
"99",2227,"Médico Especialista","5629839.29"
"100",2224,"Farmacéuticos","3863752.11"
"101",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","921772.50"
"102",4131,"Empleados de control de abastecimiento e inventario","1038760.35"
"103",2449,"Otros profesionales en ciencias sociales","1565527.50"
"104",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","7806362.98"
"105",3419,"Otros técnicos en administración y en economía","1631822.00"
"106",3122,"Técnicos y asistentes en estadística y demografía","753360.00"
"107",7125,"Encargado de Mantenimiento de Edificios","741340.00"
"108",8229,"Otros operadores de máquinas para fabricar productos químicos","966929.80"
"109",2227,"Médico Especialista","11307548.50"
"110",2226,"Enfermeros profesionales","2632565.30"
"111",2221,"Médicos generales y especialistas","7107784.40"
"112",2229,"Otros profesionales en ciencias de la salud","1424314.00"
"113",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","7401930.40"
"114",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4555822.90"
"115",2227,"Médico Especialista","3950013.10"
"116",2226,"Enfermeros profesionales","5518467.95"
"117",2227,"Médico Especialista","3995651.30"
"118",2445,"Psicólogos","2913361.10"
"119",2227,"Médico Especialista","13206522.79"
"120",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","582120.00"
"121",2221,"Médicos generales y especialistas","7166721.33"
"122",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2292791.50"
"123",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","7236749.96"
"124",3224,"Técnicos y asistentes en farmacia","1259030.65"
"125",3224,"Técnicos y asistentes en farmacia","1871052.25"
"126",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5638258.25"
"127",2222,"Odontólogos","3819319.00"
"128",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","5546312.10"
"129",2227,"Médico Especialista","6350258.65"
"130",2227,"Médico Especialista","2150547.00"
"131",1124,"Jefes de sección de instituciones públicas y empresas privadas","2257679.00"
"132",2222,"Odontólogos","3250635.20"
"133",2229,"Otros profesionales en ciencias de la salud","1599589.50"
"134",3229,"Otros técnicos de las ciencias de la salud","1075760.00"
"135",3139,"Otros técnicos en informática","938100.00"
"136",1124,"Jefes de sección de instituciones públicas y empresas privadas","1027850.00"
"137",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","915247.45"
"138",5132,"Ayudantes de enfermería","1593052.00"
"139",7125,"Encargado de Mantenimiento de Edificios","1137836.39"
"140",1124,"Jefes de sección de instituciones públicas y empresas privadas","2580924.50"
"141",3224,"Técnicos y asistentes en farmacia","1031284.79"
"142",3122,"Técnicos y asistentes en estadística y demografía","1250131.85"
"143",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5218862.10"
"144",3122,"Técnicos y asistentes en estadística y demografía","832200.00"
"145",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","801925.05"
"146",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4969973.00"
"147",3189,"Otros supervisores de personal","870196.10"
"148",2221,"Médicos generales y especialistas","3493063.45"
"149",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","888300.00"
"150",3229,"Otros técnicos de las ciencias de la salud","1130420.00"
"151",7125,"Encargado de Mantenimiento de Edificios","763360.00"
"152",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","750887.85"
"153",3189,"Otros supervisores de personal","1392506.27"
"154",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","894040.00"
"155",3233,"Técnicos en operación de equipo para diagnóstico médico (Operadores electrocardiografía, electroencefalografía, etc.) ","994400.00"
"156",2227,"Médico Especialista","3898638.10"
"157",3229,"Otros técnicos de las ciencias de la salud","1550348.85"
"158",2227,"Médico Especialista","5367476.85"
"159",2132,"Programadores informáticos ","1236280.00"
"160",2221,"Médicos generales y especialistas","4342678.45"
"161",5132,"Ayudantes de enfermería","686981.83"
"162",3229,"Otros técnicos de las ciencias de la salud","110931.40"
"163",7125,"Encargado de Mantenimiento de Edificios","574286.20"
"164",7125,"Encargado de Mantenimiento de Edificios","601931.25"
"165",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","782040.00"
"166",3122,"Técnicos y asistentes en estadística y demografía","1262338.50"
"167",7125,"Encargado de Mantenimiento de Edificios","676155.00"
"168",9155,"Ayudante de cocina","490814.32"
"169",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5212348.50"
"170",2227,"Médico Especialista","3461591.40"
"171",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","5660396.70"
"172",9152,"Guardianes y porteros ","790221.00"
"173",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","9215699.05"
"174",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4944447.25"
"175",2227,"Médico Especialista","3824685.30"
"176",3226,"Auxiliares de enfermería","1655572.50"
"177",3122,"Técnicos y asistentes en estadística y demografía","661056.40"
"178",7125,"Encargado de Mantenimiento de Edificios","753375.00"
"179",3229,"Otros técnicos de las ciencias de la salud","2307958.05"
"180",2227,"Médico Especialista","1648407.20"
"181",7125,"Encargado de Mantenimiento de Edificios","661779.65"
"182",5132,"Ayudantes de enfermería","1175414.61"
"183",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","1461029.00"
"184",3229,"Otros técnicos de las ciencias de la salud","1227270.94"
"185",5132,"Ayudantes de enfermería","1062543.52"
"186",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","820260.00"
"187",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3855100.80"
"188",2449,"Otros profesionales en ciencias sociales","2033215.00"
"189",2449,"Otros profesionales en ciencias sociales","1593013.50"
"190",7125,"Encargado de Mantenimiento de Edificios","753375.00"
"191",1124,"Jefes de sección de instituciones públicas y empresas privadas","1045390.00"
"192",3229,"Otros técnicos de las ciencias de la salud","1984884.50"
"193",3226,"Auxiliares de enfermería","762132.00"
"194",9155,"Ayudante de cocina","821725.80"
"195",2449,"Otros profesionales en ciencias sociales","1602237.00"
"196",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3237129.50"
"197",2221,"Médicos generales y especialistas","3360220.10"
"198",1124,"Jefes de sección de instituciones públicas y empresas privadas","1105936.00"
"199",9155,"Ayudante de cocina","848018.00"
"200",5132,"Ayudantes de enfermería","903917.70"
"201",5132,"Ayudantes de enfermería","843212.55"
"202",3224,"Técnicos y asistentes en farmacia","1653117.80"
"203",5132,"Ayudantes de enfermería","878310.65"
"204",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","2873859.70"
"205",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","6487960.30"
"206",3226,"Auxiliares de enfermería","1347257.25"
"207",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4044953.50"
"208",2227,"Médico Especialista","3413167.10"
"209",7125,"Encargado de Mantenimiento de Edificios","688411.30"
"210",2411,"Contadores públicos y auditores","2089938.00"
"211",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","975342.30"
"212",9152,"Guardianes y porteros ","804127.30"
"213",4211,"Cajeros","902720.00"
"214",9152,"Guardianes y porteros ","629100.95"
"215",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","6512538.00"
"216",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","609885.70"
"217",2222,"Odontólogos","3892261.50"
"218",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2573692.00"
"219",2227,"Médico Especialista","11702646.50"
"220",7125,"Encargado de Mantenimiento de Edificios","620230.00"
"221",2222,"Odontólogos","1853906.40"
"222",2221,"Médicos generales y especialistas","7840886.67"
"223",3224,"Técnicos y asistentes en farmacia","917645.00"
"224",1124,"Jefes de sección de instituciones públicas y empresas privadas","1173826.00"
"225",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1103019.80"
"226",7125,"Encargado de Mantenimiento de Edificios","203386.85"
"227",7125,"Encargado de Mantenimiento de Edificios","840657.63"
"228",2227,"Médico Especialista","6216084.69"
"229",2449,"Otros profesionales en ciencias sociales","1884772.50"
"230",3189,"Otros supervisores de personal","654770.19"
"231",4131,"Empleados de control de abastecimiento e inventario","944266.00"
"232",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","1165297.70"
"233",2227,"Médico Especialista","4126647.50"
"234",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","4438914.85"
"235",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","4637288.40"
"236",3139,"Otros técnicos en informática","1084125.00"
"237",3224,"Técnicos y asistentes en farmacia","1574668.55"
"238",7125,"Encargado de Mantenimiento de Edificios","675885.00"
"239",2445,"Psicólogos","3242267.00"
"240",7125,"Encargado de Mantenimiento de Edificios","599627.95"
"241",2221,"Médicos generales y especialistas","3345435.70"
"242",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","10742701.55"
"243",3229,"Otros técnicos de las ciencias de la salud","5473784.95"
"244",4211,"Cajeros","969280.00"
"245",2221,"Médicos generales y especialistas","3423655.20"
"246",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2163447.50"
"247",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","6031413.04"
"248",2227,"Médico Especialista","4076795.50"
"249",3122,"Técnicos y asistentes en estadística y demografía","713940.00"
"250",9152,"Guardianes y porteros ","1035377.85"
"251",5132,"Ayudantes de enfermería","973585.08"
"252",9152,"Guardianes y porteros ","666610.00"
"253",4149,"Oficinista","876390.00"
"254",5132,"Ayudantes de enfermería","1177777.30"
"255",1124,"Jefes de sección de instituciones públicas y empresas privadas","1542240.00"
"256",3224,"Técnicos y asistentes en farmacia","1089466.00"
"257",2224,"Farmacéuticos","3688700.10"
"258",3229,"Otros técnicos de las ciencias de la salud","1111489.30"
"259",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","547933.05"
"260",7125,"Encargado de Mantenimiento de Edificios","819949.73"
"261",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2308384.50"
"262",7125,"Encargado de Mantenimiento de Edificios","701715.00"
"263",3229,"Otros técnicos de las ciencias de la salud","963741.05"
"264",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4911363.60"
"265",2221,"Médicos generales y especialistas","3740073.72"
"266",3189,"Otros supervisores de personal","973824.45"
"267",2445,"Psicólogos","1938513.00"
"268",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","920220.00"
"269",3233,"Técnicos en operación de equipo para diagnóstico médico (Operadores electrocardiografía, electroencefalografía, etc.) ","928751.70"
"270",7125,"Encargado de Mantenimiento de Edificios","776547.70"
"271",2445,"Psicólogos","2750592.90"
"272",2221,"Médicos generales y especialistas","2840214.10"
"273",2132,"Programadores informáticos ","1191441.00"
"274",2411,"Contadores públicos y auditores","2126143.50"
"275",5132,"Ayudantes de enfermería","556387.65"
"276",2227,"Médico Especialista","6793780.40"
"277",9152,"Guardianes y porteros ","831066.78"
"278",9152,"Guardianes y porteros ","978102.05"
"279",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","831600.00"
"280",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","4659050.20"
"281",5132,"Ayudantes de enfermería","817950.00"
"282",7125,"Encargado de Mantenimiento de Edificios","1205533.30"
"283",3224,"Técnicos y asistentes en farmacia","1016500.00"
"284",2227,"Médico Especialista","8695743.70"
"285",2227,"Médico Especialista","5658045.83"
"286",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","926726.00"
"287",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","1115106.00"
"288",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4301321.10"
"289",3122,"Técnicos y asistentes en estadística y demografía","1684457.90"
"290",2449,"Otros profesionales en ciencias sociales","1588933.70"
"291",3419,"Otros técnicos en administración y en economía","2100148.50"
"292",2227,"Médico Especialista","9629724.50"
"293",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","820876.15"
"294",2227,"Médico Especialista","2838474.90"
"295",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","10358793.10"
"296",1124,"Jefes de sección de instituciones públicas y empresas privadas","2634473.50"
"297",2411,"Contadores públicos y auditores","1408546.00"
"298",3229,"Otros técnicos de las ciencias de la salud","999956.00"
"299",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","830296.00"
"300",1124,"Jefes de sección de instituciones públicas y empresas privadas","2449626.00"
"301",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3868220.40"
"302",2132,"Programadores informáticos ","1221551.00"
"303",5132,"Ayudantes de enfermería","1018291.15"
"304",8229,"Otros operadores de máquinas para fabricar productos químicos","1034613.47"
"305",5132,"Ayudantes de enfermería","953670.00"
"306",3226,"Auxiliares de enfermería","1014699.00"
"307",2221,"Médicos generales y especialistas","3239666.42"
"308",3122,"Técnicos y asistentes en estadística y demografía","1199053.60"
"309",2226,"Enfermeros profesionales","2535802.20"
"310",7125,"Encargado de Mantenimiento de Edificios","659875.95"
"311",2449,"Otros profesionales en ciencias sociales","1770710.50"
"312",5132,"Ayudantes de enfermería","1408590.86"
"313",2449,"Otros profesionales en ciencias sociales","1187557.00"
"314",7125,"Encargado de Mantenimiento de Edificios","567253.18"
"315",5132,"Ayudantes de enfermería","827201.00"
"316",3122,"Técnicos y asistentes en estadística y demografía","924180.00"
"317",3229,"Otros técnicos de las ciencias de la salud","1337414.01"
"318",3229,"Otros técnicos de las ciencias de la salud","925351.75"
"319",2445,"Psicólogos","937375.95"
"320",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5979586.59"
"321",8229,"Otros operadores de máquinas para fabricar productos químicos","863282.50"
"322",2221,"Médicos generales y especialistas","2297493.83"
"323",5132,"Ayudantes de enfermería","566580.00"
"324",2446,"Trabajadores sociales y orientadores sociales","1848353.20"
"325",5132,"Ayudantes de enfermería","946708.15"
"326",3226,"Auxiliares de enfermería","802011.00"
"327",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","756276.65"
"328",2229,"Otros profesionales en ciencias de la salud","1196730.40"
"329",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","5809448.72"
"330",2224,"Farmacéuticos","2647038.25"
"331",3229,"Otros técnicos de las ciencias de la salud","1079946.11"
"332",3229,"Otros técnicos de las ciencias de la salud","2201563.20"
"333",2227,"Médico Especialista","6482569.20"
"334",9152,"Guardianes y porteros ","1089768.35"
"335",3229,"Otros técnicos de las ciencias de la salud","1667022.10"
"336",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","825605.00"
"337",5132,"Ayudantes de enfermería","751938.42"
"338",2227,"Médico Especialista","6786347.68"
"339",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","1161436.89"
"340",3229,"Otros técnicos de las ciencias de la salud","733608.01"
"341",3226,"Auxiliares de enfermería","589323.00"
"342",8229,"Otros operadores de máquinas para fabricar productos químicos","977609.85"
"343",4149,"Oficinista","541778.60"
"344",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","8596994.05"
"345",3226,"Auxiliares de enfermería","1525502.40"
"346",7125,"Encargado de Mantenimiento de Edificios","935264.90"
"347",4223,"Telefonistas","1363958.75"
"348",7125,"Encargado de Mantenimiento de Edificios","1569895.15"
"349",5132,"Ayudantes de enfermería","917786.00"
"350",7125,"Encargado de Mantenimiento de Edificios","1068273.90"
"351",3226,"Auxiliares de enfermería","1003557.70"
"352",5132,"Ayudantes de enfermería","633495.00"
"353",1124,"Jefes de sección de instituciones públicas y empresas privadas","1224217.70"
"354",8229,"Otros operadores de máquinas para fabricar productos químicos","805697.45"
"355",3412,"Técnicos y asistentes en recursos humanos","1003537.95"
"356",9152,"Guardianes y porteros ","856457.04"
"357",2227,"Médico Especialista","4094023.80"
"358",1124,"Jefes de sección de instituciones públicas y empresas privadas","3505227.40"
"359",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","4295256.20"
"360",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","831680.00"
"361",2226,"Enfermeros profesionales","2358387.60"
"362",7125,"Encargado de Mantenimiento de Edificios","714630.00"
"363",3226,"Auxiliares de enfermería","629202.00"
"364",1122,"Gerentes y subgerentes generales, directores y subdirectores generales y coordinadores generales de instituciones públicas y de empresas privadas","6657477.35"
"365",5132,"Ayudantes de enfermería","841842.00"
"366",7125,"Encargado de Mantenimiento de Edificios","381693.00"
"367",2221,"Médicos generales y especialistas","3254537.20"
"368",2222,"Odontólogos","3707028.00"
"369",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3380279.15"
"370",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3729988.10"
"371",2227,"Médico Especialista","6567073.09"
"372",2227,"Médico Especialista","3854865.10"
"373",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3825648.80"
"374",3226,"Auxiliares de enfermería","1036836.30"
"375",9152,"Guardianes y porteros ","1352213.78"
"376",2226,"Enfermeros profesionales","2011952.70"
"377",3419,"Otros técnicos en administración y en economía","1076026.00"
"378",3229,"Otros técnicos de las ciencias de la salud","1111489.30"
"379",9152,"Guardianes y porteros ","751140.00"
"380",9155,"Ayudante de cocina","539000.00"
"381",2222,"Odontólogos","3294251.20"
"382",9155,"Ayudante de cocina","611402.65"
"383",2226,"Enfermeros profesionales","5794592.40"
"384",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4221112.40"
"385",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","3538601.00"
"386",2449,"Otros profesionales en ciencias sociales","1816443.20"
"387",2226,"Enfermeros profesionales","2063411.80"
"388",7125,"Encargado de Mantenimiento de Edificios","774396.00"
"389",7125,"Encargado de Mantenimiento de Edificios","865292.90"
"390",4131,"Empleados de control de abastecimiento e inventario","1275928.75"
"391",5132,"Ayudantes de enfermería","1545741.25"
"392",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","790026.65"
"393",7125,"Encargado de Mantenimiento de Edificios","775378.90"
"394",9152,"Guardianes y porteros ","781137.70"
"395",9331,"Conductores de vehículos accionados a pedal o a brazo","219446.16"
"396",5132,"Ayudantes de enfermería","636519.23"
"397",7125,"Encargado de Mantenimiento de Edificios","947126.00"
"398",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4305852.10"
"399",2221,"Médicos generales y especialistas","3576247.50"
"400",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","688551.23"
"401",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","8994167.77"
"402",8229,"Otros operadores de máquinas para fabricar productos químicos","922478.80"
"403",2449,"Otros profesionales en ciencias sociales","2072229.00"
"404",2411,"Contadores públicos y auditores","2121501.00"
"405",2227,"Médico Especialista","6646077.85"
"406",8229,"Otros operadores de máquinas para fabricar productos químicos","473857.10"
"407",2227,"Médico Especialista","3663104.30"
"408",3139,"Otros técnicos en informática","636567.85"
"409",3229,"Otros técnicos de las ciencias de la salud","1448094.71"
"410",7125,"Encargado de Mantenimiento de Edificios","556529.05"
"411",2226,"Enfermeros profesionales","444409.40"
"412",4149,"Oficinista","782070.00"
"413",2227,"Médico Especialista","1719292.70"
"414",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","9406765.39"
"415",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","4147046.20"
"416",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","905377.70"
"417",2227,"Médico Especialista","3912231.30"
