"No.","OCUPACION","OCUPACION.NOMBRE","SALARIO"
"46691",3226,"Auxiliares de enfermería","428582.02"
"46692",3226,"Auxiliares de enfermería","313201.89"
"46693",3226,"Auxiliares de enfermería","1425363.08"
"46694",3226,"Auxiliares de enfermería","445315.50"
"46695",3229,"Otros técnicos de las ciencias de la salud","521560.00"
"46696",2226,"Enfermeros profesionales","1699234.21"
"46697",2221,"Médicos generales y especialistas","1132443.03"
"46698",3226,"Auxiliares de enfermería","594573.64"
"46699",3226,"Auxiliares de enfermería","569070.00"
"46700",5132,"Ayudantes de enfermería","840182.05"
"46701",9155,"Ayudante de cocina","422462.85"
"46702",4211,"Cajeros","837625.00"
"46703",3226,"Auxiliares de enfermería","1071903.27"
"46704",3189,"Otros supervisores de personal","1175054.38"
"46705",3229,"Otros técnicos de las ciencias de la salud","81600.00"
"46706",9152,"Guardianes y porteros ","481013.85"
"46707",4112,"Secretarios","562758.93"
"46708",3226,"Auxiliares de enfermería","788460.00"
"46709",3226,"Auxiliares de enfermería","235009.25"
"46710",3226,"Auxiliares de enfermería","200977.00"
"46711",3224,"Técnicos y asistentes en farmacia","185955.70"
"46712",7125,"Encargado de Mantenimiento de Edificios","78642.85"
"46713",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","619520.00"
"46714",7125,"Encargado de Mantenimiento de Edificios","431925.25"
"46715",2224,"Farmacéuticos","1099920.55"
"46716",7125,"Encargado de Mantenimiento de Edificios","542847.55"
"46717",3226,"Auxiliares de enfermería","1069237.56"
"46718",3412,"Técnicos y asistentes en recursos humanos","1295867.31"
"46719",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","483575.00"
"46720",3226,"Auxiliares de enfermería","889257.45"
"46721",5132,"Ayudantes de enfermería","872532.70"
"46722",5132,"Ayudantes de enfermería","105500.00"
"46723",5132,"Ayudantes de enfermería","671176.70"
"46724",9155,"Ayudante de cocina","348138.49"
"46725",3229,"Otros técnicos de las ciencias de la salud","528770.00"
"46726",2227,"Médico Especialista","521356.20"
"46727",3226,"Auxiliares de enfermería","690609.72"
"46728",7125,"Encargado de Mantenimiento de Edificios","971779.98"
"46729",5132,"Ayudantes de enfermería","548838.83"
"46730",5132,"Ayudantes de enfermería","331571.45"
"46731",5132,"Ayudantes de enfermería","647874.00"
"46732",3226,"Auxiliares de enfermería","402113.25"
"46733",8229,"Otros operadores de máquinas para fabricar productos químicos","108265.00"
"46734",9152,"Guardianes y porteros ","128185.36"
"46735",4211,"Cajeros","1239531.35"
"46736",3224,"Técnicos y asistentes en farmacia","18725.71"
"46737",3226,"Auxiliares de enfermería","964649.24"
"46738",3226,"Auxiliares de enfermería","258448.20"
"46739",7125,"Encargado de Mantenimiento de Edificios","690951.00"
"46740",4131,"Empleados de control de abastecimiento e inventario","594740.90"
"46741",3229,"Otros técnicos de las ciencias de la salud","649221.70"
"46742",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","102125.00"
"46743",4112,"Secretarios","435368.73"
"46744",5132,"Ayudantes de enfermería","1183594.47"
"46745",3412,"Técnicos y asistentes en recursos humanos","716060.73"
"46746",9155,"Ayudante de cocina","522204.64"
"46747",4112,"Secretarios","98750.00"
"46748",5132,"Ayudantes de enfermería","547983.60"
"46749",2222,"Odontólogos","1709221.20"
"46750",4223,"Telefonistas","302858.66"
"46751",3226,"Auxiliares de enfermería","1252982.08"
"46752",3226,"Auxiliares de enfermería","272980.75"
"46753",3226,"Auxiliares de enfermería","611925.00"
"46754",3226,"Auxiliares de enfermería","1097120.35"
"46755",5132,"Ayudantes de enfermería","497960.00"
"46756",9152,"Guardianes y porteros ","1076603.85"
"46757",9155,"Ayudante de cocina","523177.15"
"46758",4112,"Secretarios","887227.00"
"46759",5132,"Ayudantes de enfermería","1484190.43"
"46760",3226,"Auxiliares de enfermería","1236849.50"
"46761",4112,"Secretarios","449780.00"
"46762",5132,"Ayudantes de enfermería","873498.10"
"46763",3224,"Técnicos y asistentes en farmacia","603250.00"
"46764",7125,"Encargado de Mantenimiento de Edificios","458951.90"
"46765",7125,"Encargado de Mantenimiento de Edificios","562459.85"
"46766",3226,"Auxiliares de enfermería","767819.55"
"46767",3226,"Auxiliares de enfermería","155092.90"
"46768",3122,"Técnicos y asistentes en estadística y demografía","516840.00"
"46769",7125,"Encargado de Mantenimiento de Edificios","466795.85"
"46770",3122,"Técnicos y asistentes en estadística y demografía","941571.45"
"46771",9152,"Guardianes y porteros ","281282.15"
"46772",9152,"Guardianes y porteros ","902027.90"
"46773",7125,"Encargado de Mantenimiento de Edificios","54001.45"
"46774",3226,"Auxiliares de enfermería","1173849.32"
"46775",3224,"Técnicos y asistentes en farmacia","603250.00"
"46776",3226,"Auxiliares de enfermería","454906.50"
"46777",2221,"Médicos generales y especialistas","59312.25"
"46778",4149,"Oficinista","439300.00"
"46779",5132,"Ayudantes de enfermería","454135.35"
"46780",3226,"Auxiliares de enfermería","752399.71"
"46781",3226,"Auxiliares de enfermería","506635.01"
"46782",3226,"Auxiliares de enfermería","577215.49"
"46783",4112,"Secretarios","1080541.80"
"46784",3229,"Otros técnicos de las ciencias de la salud","421260.00"
"46785",3226,"Auxiliares de enfermería","392238.50"
"46786",2221,"Médicos generales y especialistas","4000998.22"
"46787",2224,"Farmacéuticos","1915541.60"
"46788",3226,"Auxiliares de enfermería","623033.45"
"46789",3226,"Auxiliares de enfermería","524330.20"
"46790",3226,"Auxiliares de enfermería","601256.41"
"46791",3122,"Técnicos y asistentes en estadística y demografía","658483.32"
"46792",5132,"Ayudantes de enfermería","583018.75"
"46793",3122,"Técnicos y asistentes en estadística y demografía","107935.70"
"46794",3224,"Técnicos y asistentes en farmacia","764007.80"
"46795",3122,"Técnicos y asistentes en estadística y demografía","584035.51"
"46796",9152,"Guardianes y porteros ","240174.32"
"46797",2224,"Farmacéuticos","1514659.30"
"46798",3229,"Otros técnicos de las ciencias de la salud","59463.20"
"46799",5132,"Ayudantes de enfermería","783008.15"
"46800",3411,"Técnicos y auxiliares de contabilidad y auditoría","491310.00"
"46801",3226,"Auxiliares de enfermería","1449898.91"
"46802",3226,"Auxiliares de enfermería","611508.10"
"46803",3226,"Auxiliares de enfermería","733082.43"
"46804",5132,"Ayudantes de enfermería","197737.10"
"46805",5132,"Ayudantes de enfermería","878384.00"
"46806",3412,"Técnicos y asistentes en recursos humanos","385461.75"
"46807",5132,"Ayudantes de enfermería","535457.55"
"46808",3229,"Otros técnicos de las ciencias de la salud","479451.40"
"46809",3226,"Auxiliares de enfermería","72795.00"
"46810",3226,"Auxiliares de enfermería","191733.50"
"46811",2224,"Farmacéuticos","1209006.85"
"46812",2221,"Médicos generales y especialistas","5115304.55"
"46813",3226,"Auxiliares de enfermería","62625.83"
"46814",5132,"Ayudantes de enfermería","449031.70"
"46815",3139,"Otros técnicos en informática","416530.35"
"46816",3226,"Auxiliares de enfermería","831123.52"
"46817",3229,"Otros técnicos de las ciencias de la salud","87771.40"
"46818",7125,"Encargado de Mantenimiento de Edificios","391510.35"
"46819",3229,"Otros técnicos de las ciencias de la salud","776738.28"
"46820",3226,"Auxiliares de enfermería","158366.00"
"46821",3226,"Auxiliares de enfermería","286452.50"
"46822",3226,"Auxiliares de enfermería","313968.00"
"46823",4131,"Empleados de control de abastecimiento e inventario","470201.70"
"46824",3226,"Auxiliares de enfermería","722684.50"
"46825",3226,"Auxiliares de enfermería","487497.00"
"46826",3226,"Auxiliares de enfermería","721813.80"
"46827",2224,"Farmacéuticos","1565557.05"
"46828",3226,"Auxiliares de enfermería","651040.50"
"46829",5132,"Ayudantes de enfermería","745131.45"
"46830",5132,"Ayudantes de enfermería","504582.27"
"46831",3122,"Técnicos y asistentes en estadística y demografía","621164.30"
"46832",3226,"Auxiliares de enfermería","526455.16"
"46833",5132,"Ayudantes de enfermería","633671.35"
"46834",3226,"Auxiliares de enfermería","1654523.46"
"46835",2227,"Médico Especialista","2063658.40"
"46836",2221,"Médicos generales y especialistas","209577.14"
"46837",4112,"Secretarios","489758.02"
"46838",3226,"Auxiliares de enfermería","491366.25"
"46839",3226,"Auxiliares de enfermería","785152.00"
"46840",3226,"Auxiliares de enfermería","552578.00"
"46841",2224,"Farmacéuticos","109096.30"
"46842",4112,"Secretarios","697310.00"
"46843",7125,"Encargado de Mantenimiento de Edificios","465817.91"
"46844",3224,"Técnicos y asistentes en farmacia","178148.21"
"46845",3226,"Auxiliares de enfermería","626605.40"
"46846",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","14107.00"
"46847",7125,"Encargado de Mantenimiento de Edificios","631231.40"
"46848",5132,"Ayudantes de enfermería","654808.00"
"46849",4112,"Secretarios","542437.00"
"46850",5132,"Ayudantes de enfermería","455873.05"
"46851",3224,"Técnicos y asistentes en farmacia","541367.02"
"46852",3411,"Técnicos y auxiliares de contabilidad y auditoría","399583.95"
"46853",3226,"Auxiliares de enfermería","689026.60"
"46854",5132,"Ayudantes de enfermería","228000.00"
"46855",3226,"Auxiliares de enfermería","997454.00"
"46856",2221,"Médicos generales y especialistas","1891436.60"
"46857",3229,"Otros técnicos de las ciencias de la salud","1104882.74"
"46858",3226,"Auxiliares de enfermería","1299375.17"
"46859",3224,"Técnicos y asistentes en farmacia","1011204.00"
"46860",5132,"Ayudantes de enfermería","496878.10"
"46861",3226,"Auxiliares de enfermería","542639.25"
"46862",3226,"Auxiliares de enfermería","509842.50"
"46863",3226,"Auxiliares de enfermería","638998.59"
"46864",4149,"Oficinista","586658.15"
"46865",3122,"Técnicos y asistentes en estadística y demografía","493430.00"
"46866",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","900454.38"
"46867",8315,"Maquinistas de locomotoras, guardafrenos, guardagujas y agentes de maniobras","72946.45"
"46868",3226,"Auxiliares de enfermería","506552.71"
"46869",5132,"Ayudantes de enfermería","1026066.00"
"46870",3226,"Auxiliares de enfermería","354796.50"
"46871",7125,"Encargado de Mantenimiento de Edificios","249035.75"
"46872",3226,"Auxiliares de enfermería","808716.70"
"46873",3226,"Auxiliares de enfermería","633180.37"
"46874",3122,"Técnicos y asistentes en estadística y demografía","344142.85"
"46875",2224,"Farmacéuticos","583418.05"
"46876",3122,"Técnicos y asistentes en estadística y demografía","477420.00"
"46877",3226,"Auxiliares de enfermería","533919.01"
"46878",3229,"Otros técnicos de las ciencias de la salud","449746.25"
"46879",7125,"Encargado de Mantenimiento de Edificios","703257.20"
"46880",3122,"Técnicos y asistentes en estadística y demografía","587767.85"
"46881",3226,"Auxiliares de enfermería","300619.25"
"46882",3226,"Auxiliares de enfermería","1197006.14"
"46883",3122,"Técnicos y asistentes en estadística y demografía","68578.60"
"46884",5132,"Ayudantes de enfermería","688599.00"
"46885",3226,"Auxiliares de enfermería","949307.00"
"46886",3122,"Técnicos y asistentes en estadística y demografía","190992.00"
"46887",7125,"Encargado de Mantenimiento de Edificios","456330.00"
"46888",3224,"Técnicos y asistentes en farmacia","1111616.70"
"46889",3226,"Auxiliares de enfermería","252901.43"
"46890",7125,"Encargado de Mantenimiento de Edificios","482384.00"
"46891",4211,"Cajeros","107285.50"
"46892",3226,"Auxiliares de enfermería","98115.00"
"46893",3224,"Técnicos y asistentes en farmacia","473201.10"
"46894",4149,"Oficinista","44612.10"
"46895",3226,"Auxiliares de enfermería","606107.21"
"46896",3226,"Auxiliares de enfermería","644793.61"
"46897",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","1224924.88"
"46898",3226,"Auxiliares de enfermería","1005772.66"
"46899",3122,"Técnicos y asistentes en estadística y demografía","414535.75"
"46900",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","367233.23"
"46901",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","410443.39"
"46902",5132,"Ayudantes de enfermería","921140.00"
"46903",9152,"Guardianes y porteros ","660684.00"
"46904",3226,"Auxiliares de enfermería","130033.47"
"46905",2221,"Médicos generales y especialistas","6202161.20"
"46906",3224,"Técnicos y asistentes en farmacia","1417018.05"
"46907",7125,"Encargado de Mantenimiento de Edificios","30568.60"
"46908",7125,"Encargado de Mantenimiento de Edificios","732771.95"
"46909",4112,"Secretarios","452350.00"
"46910",3226,"Auxiliares de enfermería","690919.50"
"46911",3229,"Otros técnicos de las ciencias de la salud","912196.00"
"46912",3229,"Otros técnicos de las ciencias de la salud","749613.15"
"46913",3226,"Auxiliares de enfermería","1099107.90"
"46914",3226,"Auxiliares de enfermería","366344.60"
"46915",3226,"Auxiliares de enfermería","498695.05"
"46916",3226,"Auxiliares de enfermería","912147.04"
"46917",7125,"Encargado de Mantenimiento de Edificios","106429.97"
"46918",4149,"Oficinista","400670.00"
"46919",4112,"Secretarios","790887.50"
"46920",3226,"Auxiliares de enfermería","72795.00"
"46921",3226,"Auxiliares de enfermería","823921.25"
"46922",7125,"Encargado de Mantenimiento de Edificios","65535.75"
"46923",7125,"Encargado de Mantenimiento de Edificios","220200.00"
"46924",5132,"Ayudantes de enfermería","293550.00"
"46925",5132,"Ayudantes de enfermería","278455.34"
"46926",3224,"Técnicos y asistentes en farmacia","176941.55"
"46927",7125,"Encargado de Mantenimiento de Edificios","148428.00"
"46928",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","615894.65"
"46929",7125,"Encargado de Mantenimiento de Edificios","330263.76"
"46930",3412,"Técnicos y asistentes en recursos humanos","533583.82"
"46931",2224,"Farmacéuticos","570871.50"
"46932",3226,"Auxiliares de enfermería","5755.00"
"46933",3226,"Auxiliares de enfermería","200186.25"
"46934",3226,"Auxiliares de enfermería","79153.00"
"46935",3224,"Técnicos y asistentes en farmacia","625725.78"
"46936",3226,"Auxiliares de enfermería","580175.46"
"46937",3226,"Auxiliares de enfermería","597715.00"
"46938",3226,"Auxiliares de enfermería","410515.28"
"46939",5132,"Ayudantes de enfermería","467214.30"
"46940",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","458345.00"
"46941",5132,"Ayudantes de enfermería","999516.10"
"46942",7125,"Encargado de Mantenimiento de Edificios","531684.03"
"46943",7125,"Encargado de Mantenimiento de Edificios","478455.60"
"46944",9155,"Ayudante de cocina","540018.31"
"46945",5132,"Ayudantes de enfermería","263411.45"
"46946",3224,"Técnicos y asistentes en farmacia","463390.35"
"46947",5132,"Ayudantes de enfermería","334447.90"
"46948",2224,"Farmacéuticos","1033140.60"
"46949",3229,"Otros técnicos de las ciencias de la salud","488750.00"
"46950",3226,"Auxiliares de enfermería","1164332.98"
"46951",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","618735.75"
"46952",7125,"Encargado de Mantenimiento de Edificios","117964.00"
"46953",3226,"Auxiliares de enfermería","634896.88"
"46954",3226,"Auxiliares de enfermería","459859.40"
"46955",3226,"Auxiliares de enfermería","219912.25"
"46956",3226,"Auxiliares de enfermería","856366.00"
"46957",5132,"Ayudantes de enfermería","434660.00"
"46958",5132,"Ayudantes de enfermería","427714.80"
"46959",3226,"Auxiliares de enfermería","41815.56"
"46960",3226,"Auxiliares de enfermería","347506.50"
"46961",3226,"Auxiliares de enfermería","798230.94"
"46962",2224,"Farmacéuticos","1378560.25"
"46963",3226,"Auxiliares de enfermería","564161.25"
"46964",7125,"Encargado de Mantenimiento de Edificios","454999.75"
"46965",5132,"Ayudantes de enfermería","228686.25"
"46966",3226,"Auxiliares de enfermería","539316.00"
"46967",8229,"Otros operadores de máquinas para fabricar productos químicos","343690.67"
"46968",3226,"Auxiliares de enfermería","484002.50"
"46969",4112,"Secretarios","362412.85"
"46970",4149,"Oficinista","395596.75"
"46971",3412,"Técnicos y asistentes en recursos humanos","103810.50"
"46972",3411,"Técnicos y auxiliares de contabilidad y auditoría","539055.40"
"46973",8229,"Otros operadores de máquinas para fabricar productos químicos","137029.05"
"46974",3122,"Técnicos y asistentes en estadística y demografía","477414.55"
"46975",8229,"Otros operadores de máquinas para fabricar productos químicos","702458.20"
"46976",5132,"Ayudantes de enfermería","220100.60"
"46977",5132,"Ayudantes de enfermería","150625.00"
"46978",2224,"Farmacéuticos","683516.90"
"46979",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","378000.00"
"46980",3226,"Auxiliares de enfermería","1421984.77"
"46981",3226,"Auxiliares de enfermería","128955.85"
"46982",7125,"Encargado de Mantenimiento de Edificios","1408309.55"
"46983",3226,"Auxiliares de enfermería","1457344.24"
"46984",3226,"Auxiliares de enfermería","418840.25"
"46985",7125,"Encargado de Mantenimiento de Edificios","327037.97"
"46986",3226,"Auxiliares de enfermería","150002.75"
"46987",3229,"Otros técnicos de las ciencias de la salud","11904.15"
"46988",4112,"Secretarios","432701.70"
"46989",5132,"Ayudantes de enfermería","431260.30"
"46990",3229,"Otros técnicos de las ciencias de la salud","651407.01"
"46991",5132,"Ayudantes de enfermería","384156.15"
"46992",3226,"Auxiliares de enfermería","1174389.82"
"46993",3226,"Auxiliares de enfermería","634899.00"
"46994",3229,"Otros técnicos de las ciencias de la salud","78151.94"
"46995",7125,"Encargado de Mantenimiento de Edificios","848360.15"
"46996",4149,"Oficinista","1555104.55"
"46997",3226,"Auxiliares de enfermería","747722.74"
"46998",3226,"Auxiliares de enfermería","36397.50"
"46999",7125,"Encargado de Mantenimiento de Edificios","162004.25"
"47000",4112,"Secretarios","765397.50"
"47001",3229,"Otros técnicos de las ciencias de la salud","515660.00"
"47002",3122,"Técnicos y asistentes en estadística y demografía","234782.00"
"47003",5132,"Ayudantes de enfermería","644308.10"
"47004",3226,"Auxiliares de enfermería","1250326.95"
"47005",3122,"Técnicos y asistentes en estadística y demografía","481271.80"
"47006",5132,"Ayudantes de enfermería","738574.75"
"47007",2224,"Farmacéuticos","589691.40"
"47008",9155,"Ayudante de cocina","494574.10"
"47009",4149,"Oficinista","97250.00"
"47010",3226,"Auxiliares de enfermería","1198605.00"
"47011",3226,"Auxiliares de enfermería","584462.60"
"47012",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","105125.00"
"47013",3229,"Otros técnicos de las ciencias de la salud","923015.95"
"47014",5132,"Ayudantes de enfermería","1255695.98"
"47015",3226,"Auxiliares de enfermería","916223.50"
"47016",3226,"Auxiliares de enfermería","261429.00"
"47017",3226,"Auxiliares de enfermería","865873.90"
"47018",3226,"Auxiliares de enfermería","40487.66"
"47019",8229,"Otros operadores de máquinas para fabricar productos químicos","416938.95"
"47020",2224,"Farmacéuticos","717317.35"
"47021",4149,"Oficinista","421858.60"
"47022",5132,"Ayudantes de enfermería","123698.20"
"47023",7125,"Encargado de Mantenimiento de Edificios","367000.00"
"47024",7125,"Encargado de Mantenimiento de Edificios","495345.00"
"47025",5132,"Ayudantes de enfermería","19682.45"
"47026",5132,"Ayudantes de enfermería","596077.73"
"47027",7125,"Encargado de Mantenimiento de Edificios","430365.75"
"47028",5132,"Ayudantes de enfermería","478837.60"
"47029",7125,"Encargado de Mantenimiento de Edificios","832734.05"
"47030",3224,"Técnicos y asistentes en farmacia","760536.55"
"47031",3226,"Auxiliares de enfermería","1071050.50"
"47032",3224,"Técnicos y asistentes en farmacia","667055.70"
"47033",2224,"Farmacéuticos","1821544.93"
"47034",3224,"Técnicos y asistentes en farmacia","133795.10"
"47035",4112,"Secretarios","395000.00"
"47036",3122,"Técnicos y asistentes en estadística y demografía","295927.39"
"47037",3224,"Técnicos y asistentes en farmacia","58526.85"
"47038",7125,"Encargado de Mantenimiento de Edificios","91750.00"
"47039",3229,"Otros técnicos de las ciencias de la salud","1010002.70"
"47040",4223,"Telefonistas","500365.90"
"47041",4112,"Secretarios","109141.50"
"47042",3412,"Técnicos y asistentes en recursos humanos","119848.90"
"47043",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","194339.30"
"47044",5132,"Ayudantes de enfermería","239400.00"
"47045",3224,"Técnicos y asistentes en farmacia","380339.40"
"47046",3224,"Técnicos y asistentes en farmacia","69363.70"
"47047",3229,"Otros técnicos de las ciencias de la salud","380660.63"
"47048",5132,"Ayudantes de enfermería","50747.00"
"47049",8229,"Otros operadores de máquinas para fabricar productos químicos","31548.00"
"47050",3226,"Auxiliares de enfermería","871058.64"
"47051",3229,"Otros técnicos de las ciencias de la salud","60391.23"
"47052",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","675499.43"
"47053",3226,"Auxiliares de enfermería","797999.00"
"47054",9155,"Ayudante de cocina","475345.15"
"47055",3224,"Técnicos y asistentes en farmacia","288923.07"
"47056",7125,"Encargado de Mantenimiento de Edificios","220162.45"
"47057",3224,"Técnicos y asistentes en farmacia","118362.55"
"47058",3226,"Auxiliares de enfermería","434719.10"
"47059",8229,"Otros operadores de máquinas para fabricar productos químicos","470250.00"
"47060",3122,"Técnicos y asistentes en estadística y demografía","91176.38"
"47061",5132,"Ayudantes de enfermería","335160.00"
"47062",4131,"Empleados de control de abastecimiento e inventario","537536.65"
"47063",3122,"Técnicos y asistentes en estadística y demografía","417102.36"
"47064",3122,"Técnicos y asistentes en estadística y demografía","603820.00"
"47065",8229,"Otros operadores de máquinas para fabricar productos químicos","632715.17"
"47066",7125,"Encargado de Mantenimiento de Edificios","330066.11"
"47067",7125,"Encargado de Mantenimiento de Edificios","103850.42"
"47068",3224,"Técnicos y asistentes en farmacia","524006.85"
"47069",9152,"Guardianes y porteros ","143309.90"
"47070",3224,"Técnicos y asistentes en farmacia","371549.00"
"47071",3229,"Otros técnicos de las ciencias de la salud","175950.00"
"47072",7125,"Encargado de Mantenimiento de Edificios","648017.10"
"47073",7125,"Encargado de Mantenimiento de Edificios","1192750.00"
"47074",5132,"Ayudantes de enfermería","434660.00"
"47075",5132,"Ayudantes de enfermería","422000.00"
"47076",4112,"Secretarios","91702.80"
"47077",7125,"Encargado de Mantenimiento de Edificios","589851.00"
"47078",3229,"Otros técnicos de las ciencias de la salud","253513.40"
"47079",3122,"Técnicos y asistentes en estadística y demografía","190973.70"
"47080",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","132196.40"
"47081",7125,"Encargado de Mantenimiento de Edificios","558245.10"
"47082",3229,"Otros técnicos de las ciencias de la salud","263582.79"
"47083",3122,"Técnicos y asistentes en estadística y demografía","401262.01"
"47084",5132,"Ayudantes de enfermería","203348.00"
"47085",3229,"Otros técnicos de las ciencias de la salud","50702.70"
"47086",4112,"Secretarios","404998.50"
"47087",5132,"Ayudantes de enfermería","13420.50"
"47088",3224,"Técnicos y asistentes en farmacia","71792.85"
"47089",8229,"Otros operadores de máquinas para fabricar productos químicos","546883.78"
"47090",9155,"Ayudante de cocina","348995.24"
"47091",5132,"Ayudantes de enfermería","107412.00"
"47092",7125,"Encargado de Mantenimiento de Edificios","52428.55"
"47093",3122,"Técnicos y asistentes en estadística y demografía","331696.43"
"47094",7125,"Encargado de Mantenimiento de Edificios","125829.11"
"47095",8229,"Otros operadores de máquinas para fabricar productos químicos","550866.12"
"47096",7125,"Encargado de Mantenimiento de Edificios","730342.57"
"47097",8229,"Otros operadores de máquinas para fabricar productos químicos","329267.41"
"47098",2224,"Farmacéuticos","1273311.21"
"47099",3224,"Técnicos y asistentes en farmacia","114205.09"
"47100",3224,"Técnicos y asistentes en farmacia","619999.12"
"47101",4131,"Empleados de control de abastecimiento e inventario","708420.70"
"47102",7125,"Encargado de Mantenimiento de Edificios","290735.85"
"47103",4149,"Oficinista","143437.35"
"47104",8229,"Otros operadores de máquinas para fabricar productos químicos","235267.85"
"47105",3122,"Técnicos y asistentes en estadística y demografía","204843.20"
"47106",3417,"Secretarios ejecutivos y secretarios ejecutivos bilingües","458035.70"
"47107",4149,"Oficinista","166701.90"
"47108",4112,"Secretarios","113202.15"
"47109",4149,"Oficinista","68214.02"
"47110",3226,"Auxiliares de enfermería","754760.05"
"47111",9151,"Mensajeros, ascensoristas, botones, maleteros, caddies y repartidores","121500.00"
"47112",8229,"Otros operadores de máquinas para fabricar productos químicos","559003.90"
"47113",2222,"Odontólogos","2407457.50"
"47114",3224,"Técnicos y asistentes en farmacia","762175.35"
"47115",7125,"Encargado de Mantenimiento de Edificios","538990.15"
"47116",3226,"Auxiliares de enfermería","58869.00"
"47117",7125,"Encargado de Mantenimiento de Edificios","131071.50"
"47118",3226,"Auxiliares de enfermería","664672.70"
"47119",5132,"Ayudantes de enfermería","718922.21"
"47120",9155,"Ayudante de cocina","485308.55"
"47121",2222,"Odontólogos","2599684.30"
"47122",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","6379878.40"
"47123",3224,"Técnicos y asistentes en farmacia","1041196.73"
"47124",2224,"Farmacéuticos","4146579.60"
"47125",2221,"Médicos generales y especialistas","2923052.80"
"47126",2222,"Odontólogos","3935520.30"
"47127",2226,"Enfermeros profesionales","2164214.98"
"47128",7125,"Encargado de Mantenimiento de Edificios","620230.00"
"47129",9155,"Ayudante de cocina","624160.00"
"47130",2226,"Enfermeros profesionales","2473738.80"
"47131",7125,"Encargado de Mantenimiento de Edificios","622103.80"
"47132",3226,"Auxiliares de enfermería","1646698.78"
"47133",3226,"Auxiliares de enfermería","881769.00"
"47134",2224,"Farmacéuticos","4000113.70"
"47135",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","3591970.05"
"47136",3226,"Auxiliares de enfermería","695667.00"
"47137",2226,"Enfermeros profesionales","3226401.80"
"47138",5132,"Ayudantes de enfermería","2030395.76"
"47139",7125,"Encargado de Mantenimiento de Edificios","62176.56"
"47140",2226,"Enfermeros profesionales","2008422.00"
"47141",2226,"Enfermeros profesionales","2476141.40"
"47142",8312,"Conductores de taxis y automóviles para transporte (incluye ambulancias)","1188229.82"
"47143",2449,"Otros profesionales en ciencias sociales","1843036.50"
"47144",3122,"Técnicos y asistentes en estadística y demografía","890868.60"
"47145",3419,"Otros técnicos en administración y en economía","2160360.00"
"47146",2226,"Enfermeros profesionales","2831514.90"
"47147",5132,"Ayudantes de enfermería","973612.20"
"47148",2411,"Contadores públicos y auditores","1694487.00"
"47149",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","794857.10"
"47150",9152,"Guardianes y porteros ","878213.87"
"47151",2226,"Enfermeros profesionales","2217185.25"
"47152",3229,"Otros técnicos de las ciencias de la salud","1464528.20"
"47153",2211,"Biólogos, botánicos, bacteriólogos, citólogos, zoólogos, microbiólogos, genetistas, ecólogos y afines","316811.85"
"47154",9152,"Guardianes y porteros ","1677691.25"
"47155",1123,"Jefes o coordinadores de áreas o departamentos de instituciones públicas y empresas privadas ","2439331.50"
"47156",7125,"Encargado de Mantenimiento de Edificios","650897.10"
"47157",2221,"Médicos generales y especialistas","3449002.60"
"47158",2226,"Enfermeros profesionales","2861583.00"
"47159",2221,"Médicos generales y especialistas","5498192.25"
"47160",3226,"Auxiliares de enfermería","1001406.00"
"47161",3229,"Otros técnicos de las ciencias de la salud","1118770.36"
"47162",7125,"Encargado de Mantenimiento de Edificios","824867.71"
"47163",3226,"Auxiliares de enfermería","2643601.07"
"47164",9155,"Ayudante de cocina","601600.00"
"47165",5132,"Ayudantes de enfermería","638400.00"
"47166",2449,"Otros profesionales en ciencias sociales","1660577.50"
"47167",5132,"Ayudantes de enfermería","1295092.88"
"47168",3226,"Auxiliares de enfermería","1079459.25"
"47169",3419,"Otros técnicos en administración y en economía","2161801.00"
"47170",3413,"Técnicos y asistentes en administración de empresas/negocios y en mercadeo","807520.00"
"47171",3226,"Auxiliares de enfermería","961527.00"
"47172",8229,"Otros operadores de máquinas para fabricar productos químicos","837641.31"
"47173",3419,"Otros técnicos en administración y en economía","2052798.00"
"47174",2449,"Otros profesionales en ciencias sociales","1810453.50"
"47175",2227,"Médico Especialista","8226996.03"
"47176",7125,"Encargado de Mantenimiento de Edificios","976434.11"
